"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type_","typetext","zip"
"007XX S Broad St","RTF","REPORT TO FOLLOW","POINT (-90.09273411 29.95973244)",,,,,"3673673","532975","C1383415","1","1H","2015-03-12T10:39:55.000","2015-03-12T14:24:01.000","2015-03-12T10:39:55.000",,"21","COMPLAINT OTHER",
"024XX Jay St","VOI","VOID","POINT (-90.05689856 30.0266863)",,,,,"3684749","557446","C1425715","3","1A",,"2015-03-12T18:24:57.000","2015-03-12T17:06:42.000",,"62A","BURGLAR ALARM, SILENT","70122"
"033XX Lowerline St","VOI","VOID","POINT (-90.11067898 29.96085783)",,,,,"3667986","533323","C1514815","2","1A",,"2015-03-13T13:02:25.000","2015-03-13T12:06:02.000",,"103","DISTURBANCE (OTHER)","70125"
"067XX Dorian St","VOI","VOID","POINT (-90.01964136 30.02210322)",,,,,"3696557","555913","C1705715","7","1A",,"2015-03-14T20:19:06.000","2015-03-14T20:00:47.000",,"62A","BURGLAR ALARM, SILENT","70126"
"049XX Eastview Dr","VOI","VOID","POINT (-89.9926018 30.02301704)",,,,,"3705110","556344","C1724315","7","2C",,"2015-03-14T22:50:36.000","2015-03-14T22:48:16.000",,"62A","BURGLAR ALARM, SILENT","70126"
"079XX Lamb Rd","VOI","VOID","POINT (-90.01931875 30.03378484)",,,,,"3696610","560162","C1926015","7","1A",,"2015-03-16T15:59:14.000","2015-03-16T15:27:55.000",,"103","DISTURBANCE (OTHER)","70126"
"014XX Delery St","UNF","UNFOUNDED","POINT (-90.00686094 29.96222991)",,,,,"3700853","534187","C1933715","5","2A",,"2015-03-16T17:35:02.000","2015-03-16T16:23:21.000","2015-03-16T17:22:17.000","21","COMPLAINT OTHER","70117"
"X Canal St","UNF","UNFOUNDED","POINT (-90.06460433 29.94961014)",,,,,"3682621","529391","C2378115","8","2A",,"2015-03-20T03:34:04.000","2015-03-20T03:28:24.000","2015-03-20T03:31:50.000","103","DISTURBANCE (OTHER)","70130"
"069XX Neptune Ct","VOI","VOID","POINT (-90.00168409 30.02898892)",,,,,"3702210","558483","C2410915","7","1A",,"2015-03-20T11:15:50.000","2015-03-20T11:10:48.000",,"62A","BURGLAR ALARM, SILENT","70126"
"003XX City Park Ave","UNF","UNFOUNDED","POINT (0 0)",,,,,"37369000","3513814","C2431015","3","1A",,"2015-03-21T08:02:49.000","2015-03-20T14:43:48.000","2015-03-21T08:02:45.000","103M","MENTAL PATIENT","70124"
"066XX Dorchester St","UNF","UNFOUNDED","POINT (0 0)",,,,,"37369000","3513814","A0070015","7","1A",,"2015-01-01T20:14:32.000","2015-01-01T12:28:28.000","2015-01-01T20:14:26.000","103M","MENTAL PATIENT","70126"
"007XX Josephine St","DUP","DUPLICATE","POINT (-90.07324929 29.92758152)",,,,,"3679971","521351","C2514115","6","1H",,"2015-03-21T03:46:17.000","2015-03-21T03:41:52.000",,"21","COMPLAINT OTHER","70130"
"043XX Hamilton St","VOI","VOID","POINT (-90.11401015 29.97617035)",,,,,"3666872","538880","C2546815","3","1A",,"2015-03-21T11:56:38.000","2015-03-21T11:53:33.000",,"62A","BURGLAR ALARM, SILENT","70118"
"077XX Windward Ct","VOI","VOID","POINT (-89.95888586 30.05971602)",,,,,"3715618","569816","C2600915","7","1A",,"2015-03-21T20:50:58.000","2015-03-21T20:24:29.000",,"62A","BURGLAR ALARM, SILENT","70128"
"046XX Annunciation St","VOI","VOID","POINT (-90.10427634 29.91757753)",,,,,"3670183","517606","C2654315","2","1H",,"2015-03-22T09:44:26.000","2015-03-22T09:16:15.000",,"21","COMPLAINT OTHER","70115"
"007XX La Salle St","VOI","VOID","POINT (-90.07891354 29.95022724)",,,,,"3678087","529566","C2764715","8","1A",,"2015-03-23T09:27:17.000","2015-03-23T09:07:59.000",,"21","COMPLAINT OTHER","70113"
"US90 E","VOI","VOID","POINT (-90.05289958 29.93879885)",,,,,"3686371","525501","C2929215","0","2A",,"2015-03-24T14:47:12.000","2015-03-24T14:44:16.000",,"18","TRAFFIC INCIDENT",
"008XX Decatur St","UNF","UNFOUNDED","POINT (0 0)",,,,,"37369000","3513814","C3104515","8","2B","2015-03-25T18:50:52.000","2015-03-25T20:03:49.000","2015-03-25T18:46:21.000",,"24","MEDICAL","70116"
"Gen Meyer Ave (4D03) & Kabel Dr","VOI","VOID","POINT (-90.00728985 29.93376947)",,,,,"3700837","523837","C3215515","4","1E",,"2015-03-26T16:37:29.000","2015-03-26T16:09:52.000",,"100","HIT & RUN","70131"
"037XX Clio St","VOI","VOID","POINT (-90.09484346 29.95297919)",,,,,"3673032","530512","C3315115","6","2C",,"2015-03-27T10:51:08.000","2015-03-27T10:44:35.000",,"62A","BURGLAR ALARM, SILENT","70125"
"048XX Viola St","GOA","GONE ON ARRIVAL","POINT (-89.99664243 30.02095551)",,,,,"3703840","555580","C3443115","7","1A",,"2015-03-28T14:37:00.000","2015-03-28T09:11:05.000",,"21N","NOISE COMPLAINT","70126"
"047XX Reynes St","DUP","DUPLICATE","POINT (-90.01120294 30.01901154)",,,,,"3699240","554819","C3580215","7","2A",,"2015-03-29T12:45:24.000","2015-03-29T12:43:44.000",,"103","DISTURBANCE (OTHER)","70126"
"009XX Saint Maurice Ave","VOI","VOID","POINT (0 0)",,,,,"37369000","3513814","C3582515","5","1A",,"2015-03-29T13:54:49.000","2015-03-29T13:03:34.000",,"21J","MISSING JUVENILE","70117"
"I-10 E","DUP","DUPLICATE","POINT (-89.91923268 30.0802271)",,,,,"3728069","577427","C3675615","7","1C",,"2015-03-30T09:05:38.000","2015-03-30T08:19:30.000",,"20","AUTO ACCIDENT","70129"
"058XX Kensington Blvd","VOI","VOID","POINT (-89.96585632 30.03514021)",,,,,"3713520","560853","C3759515","7","2C",,"2015-03-30T20:23:27.000","2015-03-30T20:16:52.000",,"62A","BURGLAR ALARM, SILENT","70127"
"038XX 4th St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","C3761815","6","2B",,"2015-03-30T20:52:27.000","2015-03-30T20:34:08.000","2015-03-30T20:42:58.000","24","MEDICAL","70125"
"016XX Franklin Ave","VOI","VOID","POINT (-90.04882892 29.97460391)",,,,,"3687514","538536","C3819715","5","2C",,"2015-03-31T10:25:48.000","2015-03-31T10:20:20.000",,"62A","BURGLAR ALARM, SILENT","70117"
"017XX S Rampart St","VOI","VOID","POINT (-90.08108653 29.94009894)",,,,,"3677439","525875","D0025015","6","1A",,"2015-04-01T07:54:00.000","2015-04-01T07:39:37.000",,"66","EXTORTION (THREATS)","70113"
"026XX Saint Andrew St","VOI","VOID","POINT (-90.08656286 29.94337356)",,,,,"3675692","527047","D0070015","6","1A",,"2015-04-01T14:35:02.000","2015-04-01T14:07:55.000",,"21M","MISSING ADULT","70113"
"091XX Bunker Hill Rd","VOI","VOID","POINT (-89.98664524 30.03394378)",,,,,"3706948","560340","D0075515","7","2C",,"2015-04-01T15:03:15.000","2015-04-01T14:56:21.000",,"62A","BURGLAR ALARM, SILENT","70127"
"001XX Marais St","UNF","UNFOUNDED","POINT (-90.07528802 29.95762505)",,,,,"3679205","532269","D0309215","1","1E",,"2015-04-03T15:53:02.000","2015-04-03T08:05:25.000","2015-04-03T15:17:27.000","67","THEFT","70112"
"073XX Read Blvd","DUP","DUPLICATE","POINT (-89.97993163 30.04226977)",,,,,"3709036","563393","D0318015","7","1A",,"2015-04-03T12:38:33.000","2015-04-03T09:54:17.000",,"100","HIT & RUN","70127"
"051XX De Montluzin St","VOI","VOID","POINT (-90.0495397 30.01072622)",,,,,"3687142","551669","D0345915","3","1A",,"2015-04-03T15:37:12.000","2015-04-03T14:35:16.000",,"103","DISTURBANCE (OTHER)","70122"
"019XX N Dorgenois St","UNF","UNFOUNDED","POINT (-90.06786459 29.98227831)",,,,,"3681457","541259","D0381515","5","1E",,"2015-04-04T00:29:22.000","2015-04-03T19:51:42.000","2015-04-04T00:17:57.000","67","THEFT","70119"
"012XX N Claiborne Ave","DUP","DUPLICATE","POINT (-90.06920003 29.96936127)",,,,,"3681086","536558","D0387515","1","1B",,"2015-04-03T20:44:33.000","2015-04-03T20:43:42.000",,"67A","AUTO THEFT","70116"
"014XX Perdido St","UNF","UNFOUNDED","POINT (-90.07725543 29.95264963)",,,,,"3678602","530453","D0401815","8","1D",,"2015-04-04T00:46:20.000","2015-04-03T22:41:41.000","2015-04-04T00:34:42.000","35","SIMPLE BATTERY","70112"
"051XX Saint Anthony Ave","VOI","VOID","POINT (-90.06515632 30.01089275)",,,,,"3682199","551674","D0479715","3","1A",,"2015-04-04T15:59:22.000","2015-04-04T15:52:22.000",,"62A","BURGLAR ALARM, SILENT","70122"
"014XX Saint Philip St","DUP","DUPLICATE","POINT (-90.06886513 29.9646774)",,,,,"3681211","534856","D0537315","1","1H",,"2015-04-05T01:25:04.000","2015-04-05T00:36:53.000",,"21","COMPLAINT OTHER","70116"
"145XX Beekman Rd","DUP","DUPLICATE","POINT (-89.94213754 30.06826802)",,,,,"3720878","572990","D0641915","7","1E",,"2015-04-06T01:55:04.000","2015-04-05T22:01:17.000",,"67","THEFT","70128"
"067XX Curran Blvd","DUP","DUPLICATE","POINT (-90.01530857 30.03368406)",,,,,"3697880","560140","D1196815","7","1A",,"2015-04-10T07:18:33.000","2015-04-10T07:12:50.000",,"103F","FIGHT","70126"
"116XX Morrison Rd","VOI","VOID","POINT (-89.96777017 30.04934986)",,,,,"3712853","566013","D1272315","7","1A",,"2015-04-10T19:06:48.000","2015-04-10T18:49:15.000",,"62A","BURGLAR ALARM, SILENT","70128"
"070XX Morrison Rd","UNF","UNFOUNDED","POINT (-90.01043298 30.03017323)",,,,,"3699437","558881","D1296615","7","1A",,"2015-04-11T15:35:03.000","2015-04-10T22:58:48.000",,"103D","DOMESTIC DISTURBANCE","70126"
"009XX Iberville St","VOI","VOID","POINT (-90.07010624 29.95550247)",,,,,"3680855","531515","D1324115","8","2A",,"2015-04-11T04:15:34.000","2015-04-11T04:13:09.000",,"103","DISTURBANCE (OTHER)","70112"
"022XX Burdette St","VOI","VOID","POINT (-90.11941916 29.95233182)",,,,,"3665252","530193","D1337915","2","2C",,"2015-04-11T08:53:14.000","2015-04-11T08:47:55.000",,"62A","BURGLAR ALARM, SILENT","70118"
"059XX Patton St","DUP","DUPLICATE","POINT (-90.12139562 29.91998748)",,,,,"3664750","518425","D1342315","2","2D",,"2015-04-11T09:53:34.000","2015-04-11T09:51:23.000",,"911","SILENT 911 CALL","70115"
"074XX Horizon Dr","VOI","VOID","POINT (-89.92703091 30.05785144)",,,,,"3725703","569260","D1458115","7","1A",,"2015-04-12T09:00:18.000","2015-04-12T08:38:28.000",,"62A","BURGLAR ALARM, SILENT","70129"
"016XX Robert E Lee","VOI","VOID","POINT (-90.07438145 30.02093732)",,,,,"3679240","555295","D1534215","3","1B",,"2015-04-13T00:20:38.000","2015-04-12T23:04:08.000",,"67A","AUTO THEFT","70122"
"070XX Read Blvd","VOI","VOID","POINT (-89.97691539 30.03871635)",,,,,"3710006","562112","D1693115","7","2C",,"2015-04-14T08:43:46.000","2015-04-14T08:42:03.000",,"62A","BURGLAR ALARM, SILENT","70127"
"007XX Saint Peter St","DUP","DUPLICATE","POINT (-90.06543456 29.9583061)",,,,,"3682323","532551","D1789915","8","1E",,"2015-04-15T00:48:31.000","2015-04-15T00:47:49.000",,"21N","NOISE COMPLAINT","70130"
"048XX Mirabeau Ave","VOI","VOID","POINT (-90.03496908 30.01144579)",,,,,"3691751","551982","D1856915","3","1A",,"2015-04-15T15:22:33.000","2015-04-15T14:56:27.000",,"62A","BURGLAR ALARM, SILENT","70126"
"042XX Saint Bernard Ave","VOI","VOID","POINT (-90.08127577 30.00056587)",,,,,"3677139","547863","D1875515","3","1A",,"2015-04-15T17:04:21.000","2015-04-15T16:56:55.000",,"62A","BURGLAR ALARM, SILENT","70122"
"045XX La Salle St","VOI","VOID","POINT (-90.10506557 29.93393315)",,,,,"3669869","523551","D1884915","2","2D",,"2015-04-15T17:53:25.000","2015-04-15T17:49:16.000",,"911","SILENT 911 CALL","70115"
"040XX Tulane Ave","VOI","VOID","POINT (-90.10572441 29.96894755)",,,,,"3669524","536281","D1999515","1","2B",,"2015-04-16T16:06:17.000","2015-04-16T16:01:45.000","2015-04-16T16:03:22.000","64A","HOLD UP ALARM","70119"
"082XX Oak St","VOI","VOID","POINT (-90.1310531 29.94823892)",,,,,"3661583","528666","D2080515","2","2C",,"2015-04-17T09:00:34.000","2015-04-17T09:00:06.000",,"62A","BURGLAR ALARM, SILENT","70118"
"101XX Dwyer Rd","DUP","DUPLICATE","POINT (-89.96817036 30.02756361)",,,,,"3712821","558089","D2110815","7","1B",,"2015-04-17T16:51:58.000","2015-04-17T14:33:53.000",,"67F","THEFT BY FRAUD","70127"
"006XX 1st St","DUP","DUPLICATE","POINT (-90.07623409 29.92380816)",,,,,"3679041","519968","D2185115","6","1E",,"2015-04-18T01:29:25.000","2015-04-18T00:52:06.000",,"21N","NOISE COMPLAINT","70130"
"007XX Burgundy St","DUP","DUPLICATE","POINT (-90.06721267 29.9602904)",,,,,"3681752","533266","D2403215","8","2B",,"2015-04-19T21:32:08.000","2015-04-19T21:29:51.000",,"34S","AGGRAVATED BATTERY BY SHOOTING","70116"
"068XX Morrison Rd","DUP","DUPLICATE","POINT (-90.01215644 30.02960108)",,,,,"3698894","558667","D2408115","7","1B",,"2015-04-20T03:02:31.000","2015-04-19T22:08:47.000",,"67A","AUTO THEFT","70126"
"044XX Venus St","VOI","VOID","POINT (-90.05107241 30.00394934)",,,,,"3686685","549199","D2424615","3","2C",,"2015-04-20T02:04:19.000","2015-04-20T01:48:42.000",,"62A","BURGLAR ALARM, SILENT","70122"
"068XX Lake Willow Dr","VOI","VOID","POINT (-89.99767029 30.03056906)",,,,,"3703474","559072","D2476615","7","1A",,"2015-04-20T13:57:17.000","2015-04-20T13:16:48.000",,"62A","BURGLAR ALARM, SILENT","70126"
"001XX Marais St","VOI","VOID","POINT (-90.07528802 29.95762505)",,,,,"3679205","532269","D2533815","1","2D",,"2015-04-20T21:32:38.000","2015-04-20T20:58:38.000",,"911","SILENT 911 CALL","70112"
"051XX Wilton Dr","VOI","VOID","POINT (-90.06628716 30.01093617)",,,,,"3681841","551686","D2538515","3","2C",,"2015-04-20T22:08:48.000","2015-04-20T21:52:28.000",,"62A","BURGLAR ALARM, SILENT","70122"
"023XX Laurel St","DUP","DUPLICATE","POINT (-90.07738985 29.9265256)",,,,,"3678664","520952","D2544015","6","1H",,"2015-04-20T23:10:58.000","2015-04-20T23:04:33.000",,"21","COMPLAINT OTHER","70130"
"097XX W Wheaton Cir","VOI","VOID","POINT (-89.98221639 30.03910896)",,,,,"3708327","562235","D2657315","7","1H",,"2015-04-21T21:43:52.000","2015-04-21T19:23:16.000",,"21","COMPLAINT OTHER","70127"
"041XX Saint Claude Ave","NAT","Necessary Action Taken","POINT (-90.03427999 29.9651358)",,,,,"3692160","535145","D2696715","5","2A",,"2015-04-22T01:28:42.000","2015-04-22T01:26:32.000",,"107","SUSPICIOUS PERSON","70117"
"021XX Clara St","DUP","DUPLICATE","POINT (-90.08771162 29.94386569)",,,,,"3675326","527222","D2721615","6","1C",,"2015-04-22T08:49:39.000","2015-04-22T08:10:05.000",,"20","AUTO ACCIDENT","70113"
"045XX S Liberty St","VOI","VOID","POINT (-90.10462317 29.93305012)",,,,,"3670012","523231","D2809515","2","1H",,"2015-04-22T22:54:22.000","2015-04-22T19:49:30.000",,"21","COMPLAINT OTHER","70115"
"026XX Dante St","DUP","DUPLICATE","POINT (-90.12040081 29.95938883)",,,,,"3664914","532756","D2820515","2","2A",,"2015-04-22T21:26:56.000","2015-04-22T21:25:34.000",,"34","AGGRAVATED BATTERY","70118"
"005XX Mouton St","VOI","VOID","POINT (-90.10870387 30.01618952)",,,,,"3668397","553450","D2914715","3","1A",,"2015-04-23T16:39:16.000","2015-04-23T16:28:13.000",,"62A","BURGLAR ALARM, SILENT","70124"
"019XX Gentilly Blvd","VOI","VOID","POINT (-90.0736531 29.98869417)",,,,,"3679599","543572","D3038515","3","1H",,"2015-04-24T18:35:31.000","2015-04-24T14:56:33.000",,"21","COMPLAINT OTHER","70119"
"Morrison Rd (7O04) & Primrose Dr","VOI","VOID","POINT (-90.00168462 30.03346863)",,,,,"3702191","560112","D3095215","7","1E",,"2015-04-25T01:04:44.000","2015-04-24T22:50:46.000",,"100","HIT & RUN","70126"
"X Poydras St","VOI","VOID","POINT (-90.06356741 29.94778222)",,,,,"3682956","528730","D3127415","8","2D",,"2015-04-25T05:47:43.000","2015-04-25T05:42:38.000",,"911","SILENT 911 CALL","70130"
"XX Curtis Dr","VOI","VOID","POINT (-90.01404152 30.03568098)",,,,,"3698272","560871","D3174915","7","1A",,"2015-04-25T14:36:11.000","2015-04-25T14:31:40.000",,"62A","BURGLAR ALARM, SILENT","70126"
"016XX N Lopez St","VOI","VOID","POINT (-90.08302138 29.98055428)",,,,,"3676666","540580","D3352315","1","1E",,"2015-04-26T23:12:42.000","2015-04-26T23:09:38.000",,"21N","NOISE COMPLAINT","70119"
"038XX Magazine St","VOI","VOID","POINT (-90.09479642 29.92110907)",,,,,"3673172","518923","D3466115","6","2C",,"2015-04-27T19:28:39.000","2015-04-27T19:18:15.000",,"62A","BURGLAR ALARM, SILENT","70115"
"060XX N Claiborne Ave","UNF","UNFOUNDED","POINT (-90.00983603 29.96516412)",,,,,"3699899","535244","D3520115","5","1E",,"2015-04-28T17:55:59.000","2015-04-28T09:33:56.000","2015-04-28T17:28:40.000","67","THEFT","70117"
"Okeefe Ave & Common St","VOI","VOID","POINT (-90.07319766 29.95379278)",,,,,"3679883","530882","D3553915","8","2A",,"2015-04-28T14:50:21.000","2015-04-28T14:43:45.000",,"103","DISTURBANCE (OTHER)","70112"
"025XX Vienna St","VOI","VOID","POINT (-90.05364648 30.02054446)",,,,,"3685803","555224","D3574715","3","1H",,"2015-04-28T17:26:41.000","2015-04-28T17:22:56.000",,"21","COMPLAINT OTHER","70122"
"019XX Mandeville St","VOI","VOID","POINT (-90.05518216 29.9772659)",,,,,"3685492","539481","D3649115","5","2C",,"2015-04-29T08:13:40.000","2015-04-29T08:10:32.000",,"62A","BURGLAR ALARM, SILENT","70117"
"054XX Burgundy St","VOI","VOID","POINT (-90.01819298 29.95928434)",,,,,"3697278","533075","D3688115","5","2A",,"2015-04-29T14:49:00.000","2015-04-29T13:54:47.000",,"103","DISTURBANCE (OTHER)","70117"
"036XX S Carrollton Ave","VOI","VOID","POINT (-90.11044675 29.96496299)",,,,,"3668044","534816","E0344015","2","1A",,"2015-05-03T16:57:41.000","2015-05-03T16:45:27.000",,"62A","BURGLAR ALARM, SILENT","70125"
"X Bluebird St","VOI","VOID","POINT (-90.09405361 30.01907608)",,,,,"3673022","554550","E0374915","3","2A",,"2015-05-03T22:48:48.000","2015-05-03T21:55:48.000",,"35","SIMPLE BATTERY","70124"
"007XX Canal St","VOI","VOID","POINT (-90.06958596 29.95385694)",,,,,"3681026","530918","E0396515","8","1A",,"2015-05-04T05:20:08.000","2015-05-04T04:34:38.000",,"21M","MISSING ADULT","70130"
"022XX Pauline St","VOI","VOID","POINT (-90.03334112 29.97822862)",,,,,"3692403","539909","E0481315","5","1A",,"2015-05-04T21:03:52.000","2015-05-04T19:35:33.000",,"103","DISTURBANCE (OTHER)","70117"
"024XX Touro St","VOI","VOID","POINT (-90.06010525 29.98216047)",,,,,"3683914","541244","E0496815","5","1H",,"2015-05-04T22:09:06.000","2015-05-04T22:03:14.000",,"21","COMPLAINT OTHER","70119"
"018XX Andry St","VOI","VOID","POINT (-90.01562157 29.96960844)",,,,,"3698049","536839","E0601515","5","2C",,"2015-05-05T18:34:27.000","2015-05-05T18:27:24.000",,"62A","BURGLAR ALARM, SILENT","70117"
"Dauphine St & Louisa St","VOI","VOID","POINT (-90.0434184 29.96406469)",,,,,"3689271","534723","E0631915","5","1A",,"2015-05-06T00:29:57.000","2015-05-05T23:06:57.000",,"100","HIT & RUN","70117"
"083XX Earhart Blvd","VOI","VOID","POINT (-90.11792265 29.96262833)",,,,,"3665686","533942","E0759715","2","2C",,"2015-05-06T20:42:06.000","2015-05-06T20:39:38.000",,"62A","BURGLAR ALARM, SILENT","70118"
"043XX Woodland Dr","RTF","REPORT TO FOLLOW","POINT (0 0)",,,,,"37369000","3513814","E0771715","4","1F","2015-05-06T22:25:59.000","2015-05-07T00:24:00.000","2015-05-06T22:25:59.000",,"17J","JUVENILE ATTACHMENT",
"068XX Tara Ln","RTF","REPORT TO FOLLOW","POINT (-89.98536254 30.03139325)",,,,,"3707364","559417","E0927315","7","1B",,"2015-05-08T04:42:50.000","2015-05-08T04:41:37.000","2015-05-08T04:41:37.000","52F","FIRE","70127"
"037XX Saint Charles Ave","VOI","VOID","POINT (-90.09492326 29.92681344)",,,,,"3673109","520997","E0980615","6","1H",,"2015-05-08T16:27:55.000","2015-05-08T14:43:43.000",,"21","COMPLAINT OTHER","70115"
"043XX Downman Rd","VOI","VOID","POINT (-90.02200849 30.01384749)",,,,,"3695842","552902","E0993015","3","1E",,"2015-05-08T17:54:56.000","2015-05-08T16:43:01.000",,"100","HIT & RUN","70126"
"002XX Poydras","VOI","VOID","POINT (-90.06566373 29.94817576)",,,,,"3682291","528866","E1027815","8","1E",,"2015-05-08T21:04:43.000","2015-05-08T21:00:03.000",,"100","HIT & RUN","70130"
"031XX Elysian Fields Ave","VOI","VOID","POINT (-90.05790429 29.99049249)",,,,,"3684577","544281","E1090715","3","1A",,"2015-05-09T10:51:56.000","2015-05-09T10:20:11.000",,"20","AUTO ACCIDENT","70122"
"053XX Laurel St","VOI","VOID","POINT (-90.11370595 29.91864383)",,,,,"3667191","517962","E1097815","2","1A",,"2015-05-09T12:27:02.000","2015-05-09T11:33:23.000",,"62A","BURGLAR ALARM, SILENT","70115"
"001XX Royal St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","E1120415","8","2B","2015-05-09T15:44:26.000","2015-05-09T16:20:53.000","2015-05-09T15:44:26.000",,"24","MEDICAL","70130"
"046XX Francis Dr","VOI","VOID","POINT (-90.01434809 30.01605005)",,,,,"3698257","553731","E1216415","7","2A",,"2015-05-10T09:53:35.000","2015-05-10T09:45:06.000","2015-05-10T09:46:34.000","21","COMPLAINT OTHER","70126"
"007XX Baronne St","VOI","VOID","POINT (-90.07431489 29.94772018)",,,,,"3679553","528670","E1276115","8","1A",,"2015-05-10T21:03:29.000","2015-05-10T20:20:53.000",,"103","DISTURBANCE (OTHER)","70113"
"017XX Flood St","UNF","UNFOUNDED","POINT (-90.01500555 29.96782192)",,,,,"3698251","536191","E1287115","5","1H",,"2015-05-11T02:13:26.000","2015-05-10T21:58:00.000","2015-05-11T02:13:22.000","21","COMPLAINT OTHER","70117"
"010XX Broadway St","VOI","VOID","POINT (-90.12348646 29.9411525)",,,,,"3664007","526114","E1608915","2","1D",,"2015-05-13T11:58:39.000","2015-05-13T10:10:43.000",,"35","SIMPLE BATTERY","70118"
"XX S Lark St","VOI","VOID","POINT (-90.08634307 30.02356162)",,,,,"3675444","556208","E1623215","3","2C",,"2015-05-13T12:36:03.000","2015-05-13T12:31:26.000",,"62A","BURGLAR ALARM, SILENT","70124"
"Magazine St & First St","NAT","Necessary Action Taken","POINT (0 0)",,,,,"37369000","3513814","E1732915","6","2B",,"2015-05-14T09:02:35.000","2015-05-14T08:06:20.000","2015-05-14T08:32:34.000","24","MEDICAL","70130"
