"block_address","disposition","dispositiontext","location","location_address","location_city","location_state","location_zip","mapx","mapy","nopd_item","policedistrict","priority","timearrive","timeclosed","timecreate","timedispatch","type","typetext","zip"
"Conti St & N Rendon St","UNF","UNFOUNDED","POINT (-90.09064597400695 29.97180649727686)",,,,,"3674287.00000000","537373.00000000","A0009012","1","2B","2012-01-01T00:31:13.000","2012-01-01T00:40:47.000","2012-01-01T00:25:33.000","2012-01-01T00:29:34.000","94","DISCHARGING FIREARMS","70119"
"007XX S Dupre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0008812","1","1F",,"2012-01-01T00:25:39.000","2012-01-01T00:25:36.000",,"17M","MUNICIPAL  ATTTACHME","70119"
"078XX Sun St","UNF","UNFOUNDED","POINT (-89.94295175053038 30.07153741367328)",,,,,"3720607.00000000","574176.00000000","A0009312","7","2B",,"2012-01-01T00:48:06.000","2012-01-01T00:26:02.000","2012-01-01T00:44:43.000","94","DISCHARGING FIREARMS","70128"
"Bienville St & N Front St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06420673343106 29.952620477885016)",,,,,"3682735.00000000","530488.00000000","A0009212","8","1H",,"2012-01-01T00:29:42.000","2012-01-01T00:26:43.000","2012-01-01T00:26:46.000","21","COMPLAINT OTHER","70130"
"014XX Arts St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05019491871998 29.972270822956474)",,,,,"3687092.00000000","537683.00000000","A0009512","5","2C","2012-01-01T00:43:32.000","2012-01-01T00:49:04.000","2012-01-01T00:26:56.000","2012-01-01T00:37:33.000","103","DISTURBANCE (OTHER)","70117"
"054XX Burgundy St","RTF","REPORT TO FOLLOW","POINT (-90.01922533580768 29.959551708547103)",,,,,"3696950.00000000","533169.00000000","A0009412","5","2B","2012-01-01T00:28:47.000","2012-01-01T01:36:11.000","2012-01-01T00:28:15.000","2012-01-01T00:28:29.000","94","DISCHARGING FIREARMS","70117"
"025XX N Prieur St","NAT","NECESSARY ACTION TAKEN","POINT (-90.05047500750312 29.97701729215447)",,,,,"3686984.00000000","539408.00000000","A0009712","5","1H","2012-01-01T00:56:30.000","2012-01-01T01:02:38.000","2012-01-01T00:28:38.000","2012-01-01T00:56:27.000","94F","FIREWORKS","70117"
"085XX Jeannette St","NAT","NECESSARY ACTION TAKEN","POINT (-90.13097680701645 29.952183300727526)",,,,,"3661593.00000000","530101.00000000","A0009612","2","2B","2012-01-01T00:33:16.000","2012-01-01T00:33:31.000","2012-01-01T00:28:58.000","2012-01-01T00:33:14.000","94F","FIREWORKS","70118"
"014XX N Miro St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07279958230316 29.974359262619966)",,,,,"3679927.00000000","538363.00000000","A0009812","1","2B","2012-01-01T00:55:49.000","2012-01-01T01:09:54.000","2012-01-01T00:29:23.000","2012-01-01T00:32:32.000","94","DISCHARGING FIREARMS","70119"
"012XX Annunciation St","UNF","UNFOUNDED","POINT (-90.06847556027358 29.93872458348772)",,,,,"3681439.00000000","525420.00000000","A0009912","6","2B","2012-01-01T00:36:07.000","2012-01-01T00:38:30.000","2012-01-01T00:29:34.000","2012-01-01T00:32:31.000","94","DISCHARGING FIREARMS","70130"
"N I-10 Service Rd & Lake Barring","UNF","UNFOUNDED","POINT (-89.96698752020322 30.042922344133693)",,,,,"3713129.00000000","563679.00000000","A0010012","7","2B","2012-01-01T00:54:20.000","2012-01-01T01:07:17.000","2012-01-01T00:30:19.000","2012-01-01T00:48:11.000","94","DISCHARGING FIREARMS","70128"
"005XX Lake Marina Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11770185488824 30.02158058988383)",,,,,"3665529.00000000","555381.00000000","A0010612","3","1C","2012-01-01T00:45:22.000","2012-01-01T00:48:32.000","2012-01-01T00:30:37.000","2012-01-01T00:38:11.000","103","DISTURBANCE (OTHER)","70124"
"002XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06886790640446 29.95510735015954)",,,,,"3681249.00000000","531376.00000000","A0010112","8","2B",,"2012-01-01T00:31:39.000","2012-01-01T00:31:26.000","2012-01-01T00:31:29.000","24","AMBULANCE REQUEST","70112"
"010XX Toulouse St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06814137585778 29.959107110070956)",,,,,"3681463.00000000","532833.00000000","A0010312","8","1H","2012-01-01T00:37:32.000","2012-01-01T00:58:28.000","2012-01-01T00:31:48.000","2012-01-01T00:35:48.000","21","COMPLAINT OTHER","70112"
"Dumaine St & N Robertson St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07105819484603 29.964951356885503)",,,,,"3680516.00000000","534948.00000000","A0010212","1","1B","2012-01-01T00:32:23.000","2012-01-01T03:17:23.000","2012-01-01T00:32:02.000","2012-01-01T00:32:09.000","52F","FIRE","70116"
"059XX Tullis Dr","NAT","NECESSARY ACTION TAKEN","POINT (-89.99184149674393 29.904772636676565)",,,,,"3705854.00000000","513350.00000000","A0010412","4","2B","2012-01-01T00:33:43.000","2012-01-01T01:26:52.000","2012-01-01T00:32:32.000","2012-01-01T00:32:35.000","107","SUSPICIOUS PERSON","70131"
"Slidell St & Whitney Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.04060103504096 29.947267418057276)",,,,,"3690232.00000000","528625.00000000","A0010512","4","1H","2012-01-01T00:33:46.000","2012-01-01T00:35:06.000","2012-01-01T00:32:54.000","2012-01-01T00:32:57.000","18","TRAFFIC  INCIDENT","70114"
"019XX Elizardi Blvd","UNF","UNFOUNDED","POINT (-90.02663200462494 29.933690115317503)",,,,,"3694712.00000000","523738.00000000","A0010712","4","2B","2012-01-01T00:41:10.000","2012-01-01T00:51:54.000","2012-01-01T00:32:58.000","2012-01-01T00:34:40.000","94","DISCHARGING FIREARMS","70114"
"024XX Elysian Fields Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05766457441953 29.9821774040768)",,,,,"3684687.00000000","541259.00000000","A0011012","5","2C","2012-01-01T00:46:31.000","2012-01-01T00:53:36.000","2012-01-01T00:34:18.000","2012-01-01T00:38:35.000","103","DISTURBANCE (OTHER)","70117"
"006XX Bourbon St","RTF","REPORT TO FOLLOW","POINT (-90.06624094296816 29.958052076048972)",,,,,"3682069.00000000","532456.00000000","A0010812","8","1H",,"2012-01-01T01:04:51.000","2012-01-01T00:34:48.000","2012-01-01T00:34:51.000","21","COMPLAINT OTHER","70112"
"021XX St Bernard Ave","UNF","UNFOUNDED","POINT (-90.06862712927442 29.97759171953842)",,,,,"3681235.00000000","539553.00000000","A0010912","1","1H","2012-01-01T00:53:34.000","2012-01-01T01:03:39.000","2012-01-01T00:35:18.000","2012-01-01T00:48:37.000","94F","FIREWORKS","70119"
"018XX Louisa St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0401976485405 29.974496719669514)",,,,,"3690248.00000000","538528.00000000","A0011112","5","2B","2012-01-01T00:48:05.000","2012-01-01T01:02:21.000","2012-01-01T00:36:59.000","2012-01-01T00:40:14.000","94","DISCHARGING FIREARMS","70117"
"028XX Ponce De Leon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07870842337641 29.980209941576653)",,,,,"3678033.00000000","540470.00000000","A0011612","1","2H","2012-01-01T00:47:52.000","2012-01-01T00:59:42.000","2012-01-01T00:37:05.000","2012-01-01T00:40:05.000","21","COMPLAINT OTHER","70119"
"043XX Hamilton St","UNF","UNFOUNDED","POINT (-90.11438830836737 29.976227754504194)",,,,,"3666753.00000000","538900.00000000","A0011212","3","1H",,"2012-01-01T00:51:18.000","2012-01-01T00:37:19.000","2012-01-01T00:51:16.000","94F","FIREWORKS","70118"
"Brooklyn Ave & Newton St","UNF","UNFOUNDED","POINT (-90.05340158229845 29.94537955979273)",,,,,"3686186.00000000","527893.00000000","A0011412","4","1H","2012-01-01T01:00:11.000","2012-01-01T01:01:52.000","2012-01-01T00:38:00.000","2012-01-01T00:59:03.000","94F","FIREWORKS","70114"
"080XX Redfish St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0131831239336 30.03621881245605)",,,,,"3698542.00000000","561070.00000000","A0011312","7","1C","2012-01-01T00:46:28.000","2012-01-01T01:21:49.000","2012-01-01T00:38:33.000","2012-01-01T00:43:24.000","103","DISTURBANCE (OTHER)","70126"
"Audubon St & Jeannette St","NAT","NECESSARY ACTION TAKEN","POINT (-90.12028426980434 29.944121202741194)",,,,,"3665010.00000000","527205.00000000","A0011812","2","1C","2012-01-01T01:03:01.000","2012-01-01T01:28:10.000","2012-01-01T00:38:38.000","2012-01-01T01:00:00.000","94F","FIREWORKS","70118"
"110XX Chaucer St","NAT","NECESSARY ACTION TAKEN","POINT (-89.96724690971341 30.03852505328257)",,,,,"3713066.00000000","562079.00000000","A0011712","7","2C","2012-01-01T01:12:02.000","2012-01-01T01:15:44.000","2012-01-01T00:38:43.000","2012-01-01T00:59:59.000","62A","BURGLAR ALARM, SILEN","70127"
"018XX Pratt Dr","UNF","UNFOUNDED","POINT (-90.07099433501014 30.00444601317316)",,,,,"3680378.00000000","549310.00000000","A0012212","3","2B",,"2012-01-01T01:05:23.000","2012-01-01T00:38:45.000","2012-01-01T00:51:24.000","94","DISCHARGING FIREARMS","70122"
"Eliza St & Vallette St","UNF","UNFOUNDED","POINT (-90.04907028466545 29.95093911171999)",,,,,"3687535.00000000","529930.00000000","A0011512","4","1H","2012-01-01T00:48:59.000","2012-01-01T00:50:00.000","2012-01-01T00:38:50.000","2012-01-01T00:39:41.000","94F","FIREWORKS","70114"
"Decatur St & Dumaine St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06134852122021 29.958340374630687)",,,,,"3683617.00000000","532578.00000000","A0011912","8","1C","2012-01-01T00:40:44.000","2012-01-01T01:25:52.000","2012-01-01T00:39:30.000","2012-01-01T00:40:41.000","103","DISTURBANCE (OTHER)","70116"
"XX Tennyson Pl","VOI","VOID","POINT (-89.99477948130192 29.91612170520227)",,,,,"3704875.00000000","517466.00000000","B1234912","4","2C",,"2012-02-08T22:49:46.000","2012-02-08T22:47:45.000",,"62A","BURGLAR ALARM, SILEN","70131"
"S Rendon St & Walmsley Ave","UNF","UNFOUNDED","POINT (-90.10655780537081 29.95235389801362)",,,,,"3669325.00000000","530245.00000000","A0012112","2","2B","2012-01-01T00:43:18.000","2012-01-01T00:48:43.000","2012-01-01T00:39:34.000","2012-01-01T00:41:45.000","94","DISCHARGING FIREARMS","70125"
"009XX N White St","GOA","GONE ON ARRIVAL","POINT (-90.08290766492328 29.97305869468787)",,,,,"3676732.00000000","537855.00000000","A0012312","1","1H","2012-01-01T01:08:06.000","2012-01-01T01:11:45.000","2012-01-01T00:40:00.000","2012-01-01T01:04:13.000","94F","FIREWORKS","70119"
"Easter Ln & Mediamolle Dr","NAT","NECESSARY ACTION TAKEN","POINT (-90.01141224006916 29.93474532017988)",,,,,"3699528.00000000","524177.00000000","A0013312","4","1H","2012-01-01T00:54:37.000","2012-01-01T01:01:18.000","2012-01-01T00:40:07.000","2012-01-01T00:51:59.000","94F","FIREWORKS","70114"
"Marais St & St Roch Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.05233620711432 29.969827687576302)",,,,,"3686424.00000000","536787.00000000","A0012812","5","2B","2012-01-01T00:47:14.000","2012-01-01T00:51:37.000","2012-01-01T00:40:27.000","2012-01-01T00:42:30.000","94","DISCHARGING FIREARMS","70117"
"Gen Pershing St & S Liberty St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10149868590162 29.933436186705677)",,,,,"3671001.00000000","523383.00000000","A0012012","6","1H","2012-01-01T00:40:33.000","2012-01-01T00:46:41.000","2012-01-01T00:40:33.000","2012-01-01T00:40:33.000","18","TRAFFIC  INCIDENT","70115"
"046XX Magazine St","VOI","VOID","POINT (-90.10427994302765 29.92064446291141)",,,,,"3670170.00000000","518722.00000000","A0013112","2","1B",,"2012-01-01T01:21:08.000","2012-01-01T00:40:41.000",,"67A","AUTO THEFT","70115"
"013XX St Maurice Ave","DUP","DUPLICATE","POINT (-90.00925898431888 29.96139331066282)",,,,,"3700098.00000000","533875.00000000","A0013012","5","1H",,"2012-01-01T00:44:45.000","2012-01-01T00:41:08.000",,"94F","FIREWORKS","70117"
"007XX Conti St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06691898719887 29.955638606860976)",,,,,"3681864.00000000","531576.00000000","A0012412","8","1C",,"2012-01-01T00:46:54.000","2012-01-01T00:41:11.000","2012-01-01T00:41:14.000","103","DISTURBANCE (OTHER)","70130"
"Bourbon St & St Peter St","RTF","REPORT TO FOLLOW","POINT (-90.0656621645673 29.95861575072561)",,,,,"3682250.00000000","532663.00000000","A0012512","8","1H",,"2012-01-01T00:41:38.000","2012-01-01T00:41:23.000","2012-01-01T00:41:25.000","21","COMPLAINT OTHER","70112"
"N Claiborne Ave & Esplanade Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.06848409432985 29.969191878178464)",,,,,"3681314.00000000","536499.00000000","A0012612","1","1A","2012-01-01T01:04:18.000","2012-01-01T01:12:31.000","2012-01-01T00:41:29.000","2012-01-01T00:41:32.000","21C","CURFEW VIOLATION","70116"
"Whiteside Rd & Wright Rd","UNF","UNFOUNDED","POINT (-89.97188389236885 30.046143784084833)",,,,,"3711566.00000000","564832.00000000","A0013412","7","1H","2012-01-01T01:03:37.000","2012-01-01T01:05:59.000","2012-01-01T00:41:33.000","2012-01-01T01:01:28.000","94F","FIREWORKS","70127"
"Fern St & Oleander St","NAT","NECESSARY ACTION TAKEN","POINT (-90.11269981703983 29.96036672297265)",,,,,"3667349.00000000","533138.00000000","A0013212","2","1H","2012-01-01T00:42:23.000","2012-01-01T01:10:50.000","2012-01-01T00:42:23.000","2012-01-01T00:42:23.000","18","TRAFFIC  INCIDENT","70125"
"003XX N Alexander St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10228636080963 29.978876093667488)",,,,,"3670574.00000000","539904.00000000","A0013612","3","1H","2012-01-01T01:03:25.000","2012-01-01T01:17:03.000","2012-01-01T00:42:36.000","2012-01-01T00:59:39.000","21","COMPLAINT OTHER","70119"
"041XX Encampment St","RTF","REPORT TO FOLLOW","POINT (-90.08323239592023 29.998565096561236)",,,,,"3676528.00000000","547129.00000000","A0013512","3","2B","2012-01-01T00:47:20.000","2012-01-01T05:57:56.000","2012-01-01T00:42:39.000","2012-01-01T00:45:16.000","94","DISCHARGING FIREARMS","70122"
"009XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06415546926223 29.96037497452031)",,,,,"3682720.00000000","533308.00000000","A0014112","8","1A",,"2012-01-01T01:32:31.000","2012-01-01T00:42:46.000","2012-01-01T01:10:56.000","21","COMPLAINT OTHER","70116"
"Joseph St & Loyola Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.11398756321188 29.93277978643212)",,,,,"3667048.00000000","523102.00000000","A0013912","2","2H","2012-01-01T00:52:09.000","2012-01-01T01:06:18.000","2012-01-01T00:43:31.000","2012-01-01T00:46:12.000","21","COMPLAINT OTHER","70115"
"Canal St & S Peters St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06597801609149 29.950905051476717)",,,,,"3682181.00000000","529858.00000000","A0013812","8","1H","2012-01-01T01:09:09.000","2012-01-01T04:26:38.000","2012-01-01T00:43:33.000","2012-01-01T00:46:06.000","21","COMPLAINT OTHER","70130"
"058XX Vicksburg St","NAT","NECESSARY ACTION TAKEN","POINT (-90.10783207065015 29.996189429039944)",,,,,"3668751.00000000","546181.00000000","A0013712","3","1H","2012-01-01T00:55:06.000","2012-01-01T00:59:24.000","2012-01-01T00:44:34.000","2012-01-01T00:48:38.000","94F","FIREWORKS","70124"
"027XX Prancer St","NAT","NECESSARY ACTION TAKEN","POINT (-90.01131493650752 29.92635952906021)",,,,,"3699594.00000000","521128.00000000","A0014212","4","1H","2012-01-01T01:05:14.000","2012-01-01T01:22:03.000","2012-01-01T00:46:09.000","2012-01-01T01:01:24.000","94F","FIREWORKS","70131"
"S Pierce & Ulloa","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0189312","0","1H","2012-01-02T07:58:05.000","2012-01-02T08:11:40.000","2012-01-02T07:58:05.000","2012-01-02T07:58:05.000","21","COMPLAINT OTHER",
"025XX A P Tureaud Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.06760880197515 29.982168908314247)",,,,,"3681539.00000000","541221.00000000","A0014012","5","1H","2012-01-01T00:46:36.000","2012-01-01T02:23:11.000","2012-01-01T00:46:21.000","2012-01-01T00:46:26.000","18","TRAFFIC  INCIDENT","70119"
"005XX St Mary St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06936853051891 29.927304148246566)",,,,,"3681202.00000000","521264.00000000","A0014312","6","1H",,"2012-01-01T01:06:59.000","2012-01-01T00:47:17.000","2012-01-01T00:47:18.000","21","COMPLAINT OTHER","70130"
"St Claude & Franklin","NAT","NECESSARY ACTION TAKEN","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0014412","0","1H","2012-01-01T00:48:02.000","2012-01-01T01:05:11.000","2012-01-01T00:48:01.000","2012-01-01T00:48:02.000","21","COMPLAINT OTHER",
"008XX Poydras St","NAT","NECESSARY ACTION TAKEN","POINT (-90.07261247816128 29.95017403751292)",,,,,"3680083.00000000","529569.00000000","A0015312","8","1D","2012-01-01T01:35:56.000","2012-01-01T01:47:38.000","2012-01-01T00:48:03.000","2012-01-01T01:15:21.000","35","SIMPLE BATTERY","70112"
"004XX Bourbon St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06766883413155 29.95627557056932)",,,,,"3681624.00000000","531805.00000000","A0014512","8","1H","2012-01-01T01:24:46.000","2012-01-01T03:04:17.000","2012-01-01T00:48:37.000","2012-01-01T00:48:41.000","21","COMPLAINT OTHER","70112"
"074XX Hansbrough Ave","NAT","NECESSARY ACTION TAKEN","POINT (-89.98321193832969 30.043394913969664)",,,,,"3707994.00000000","563790.00000000","A0015012","7","1H","2012-01-01T01:26:22.000","2012-01-01T01:27:00.000","2012-01-01T00:49:38.000","2012-01-01T01:16:00.000","94F","FIREWORKS","70127"
"030XX Deers St","NAT","NECESSARY ACTION TAKEN","POINT (-90.04705502479943 29.989686120609353)",,,,,"3688015.00000000","544027.00000000","A0014812","3","1C","2012-01-01T01:00:02.000","2012-01-01T01:13:24.000","2012-01-01T00:49:43.000","2012-01-01T00:52:37.000","103","DISTURBANCE (OTHER)","70122"
"014XX Touro St","UNF","UNFOUNDED","POINT (-0.0000022929847665 0.0000009235500543)",,,,,"37369000","3513814","A0015512","0","2A","2012-01-01T01:09:57.000","2012-01-01T01:31:28.000","2012-01-01T00:49:51.000","2012-01-01T00:55:19.000","21J","MISSING JUVENILE","70116"
"007XX S Dupre St","NAT","NECESSARY ACTION TAKEN","POINT (-90.09455728362126 29.961547427694992)",,,,,"3673089.00000000","533629.00000000","A0014712","1","1G",,"2012-01-01T00:50:26.000","2012-01-01T00:50:24.000",,"17F","FUGITIVE ATTTACHMENT","70119"
"Lizardi St & St Claude Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.02052317496951 29.96220466952679)",,,,,"3696528.00000000","534129.00000000","A0014912","5","1C",,"2012-01-01T00:52:33.000","2012-01-01T00:51:05.000","2012-01-01T00:51:09.000","103","DISTURBANCE (OTHER)","70117"
"Canal St & Tchoupitoulas St","RTF","REPORT TO FOLLOW","POINT (-90.06614393148703 29.951019399386073)",,,,,"3682128.00000000","529899.00000000","A0015112","8","1C","2012-01-01T01:21:09.000","2012-01-01T02:24:21.000","2012-01-01T00:51:44.000","2012-01-01T00:51:47.000","20","AUTO ACCIDENT","70130"
"007XX Canal St","NAT","NECESSARY ACTION TAKEN","POINT (-90.0692286018797 29.953059318448307)",,,,,"3681143.00000000","530630.00000000","A0015212","8","1H",,"2012-01-01T01:05:07.000","2012-01-01T00:52:04.000","2012-01-01T00:52:24.000","21","COMPLAINT OTHER","70130"
"2nd St & S Derbigny St","UNF","UNFOUNDED","POINT (-90.09277211183385 29.94484641780714)",,,,,"3673720.00000000","527562.00000000","A0015412","6","2H","2012-01-01T00:58:47.000","2012-01-01T01:06:34.000","2012-01-01T00:52:07.000","2012-01-01T00:55:57.000","21","COMPLAINT OTHER","70125"
"S Liberty St & Napoleon Ave","NAT","NECESSARY ACTION TAKEN","POINT (-90.10287643833094 29.93334183036148)",,,,,"3670565.00000000","523344.00000000","A0015612","2","1H","2012-01-01T01:05:20.000","2012-01-01T01:38:33.000","2012-01-01T00:53:23.000","2012-01-01T00:53:24.000","18","TRAFFIC  INCIDENT","70115"
"049XX Lafaye St","UNF","UNFOUNDED","POINT (-90.0487325867041 30.00954913555898)",,,,,"3687403.00000000","551244.00000000","A0015812","3","2C","2012-01-01T01:12:36.000","2012-01-01T01:23:23.000","2012-01-01T00:53:42.000","2012-01-01T01:06:00.000","63","PROWLER","70122"
"005XX Adele Ln","NAT","NECESSARY ACTION TAKEN","POINT (-90.0708974885096 29.92573482672683)",,,,,"3680724.00000000","520688.00000000","A0015712","6","2B","2012-01-01T01:09:13.000","2012-01-01T01:09:36.000","2012-01-01T00:54:07.000","2012-01-01T01:09:06.000","94","DISCHARGING FIREARMS","70130"
"010XX Kerlerec St","NAT","NECESSARY ACTION TAKEN","POINT (-90.06198876783577 29.96609054848017)",,,,,"3683383.00000000","535394.00000000","A0016412","8","2H",,"2012-01-01T01:09:47.000","2012-01-01T00:54:54.000","2012-01-01T00:58:41.000","21","COMPLAINT OTHER","70116"
"Canal St & Marais St","RTF","REPORT TO FOLLOW","POINT (-90.07523592927161 29.957494884562607)",,,,,"3679223.00000000","532222.00000000","A0015912","1","1D","2012-01-01T00:56:22.000","2012-01-01T01:27:30.000","2012-01-01T00:55:05.000","2012-01-01T00:56:17.000","35","SIMPLE BATTERY","70112"
